t,Q,P,PET,T
24-Nov-2007,0.47,0.23,0.26,2.8
25-Nov-2007,0.48,0,0.46,6.47
26-Nov-2007,0.45,0,0.34,4.35
27-Nov-2007,0.44,0.96,0,6.24
28-Nov-2007,0.45,0.61,0.19,8.72
29-Nov-2007,0.45,0.09,0.17,6.95
30-Nov-2007,0.44,1.86,0.35,9.8
01-Dec-2007,0.43,1.49,0.61,7.26
02-Dec-2007,0.46,3.38,0.62,8
03-Dec-2007,0.44,0.49,0.47,6.15
04-Dec-2007,0.43,0.81,0.32,8.41
05-Dec-2007,0.46,4.64,0.76,11.77
06-Dec-2007,0.51,8.13,0.33,11.2
07-Dec-2007,0.64,0.03,0.9,8.16
08-Dec-2007,0.63,3.59,0.29,5.63
09-Dec-2007,0.63,2.48,0.33,5.91
10-Dec-2007,0.63,3.93,0.38,5.58
11-Dec-2007,0.63,0.02,0,1.84
12-Dec-2007,0.56,0.03,0,1.05
13-Dec-2007,0.52,0.03,0,1.36
14-Dec-2007,0.5,0,0.01,2.56
15-Dec-2007,0.48,0,0.23,2.28
16-Dec-2007,0.47,0.02,0.12,1.99
17-Dec-2007,0.46,0,0.27,2.79
18-Dec-2007,0.46,0,0.31,3.74
19-Dec-2007,0.44,0.01,0,3.5
20-Dec-2007,0.44,0,0,1.8
21-Dec-2007,0.45,0,0,1.92
22-Dec-2007,0.45,0.67,0,2.68
23-Dec-2007,0.44,0.21,0,0.74
24-Dec-2007,0.45,3.5,0.09,5.98
25-Dec-2007,0.54,4.47,0,6.18
26-Dec-2007,0.56,0.09,0.01,4.91
27-Dec-2007,0.55,0,0.5,10.03
28-Dec-2007,0.59,8.44,0.89,10.23
29-Dec-2007,0.72,0.17,0.55,6.64
30-Dec-2007,0.64,0.41,0.12,5.87
31-Dec-2007,0.6,0,0.01,6
01-Jan-2008,0.59,0.31,0,6.28
02-Jan-2008,0.57,0,0.45,3.61
03-Jan-2008,0.55,0,0.42,1.71
04-Jan-2008,0.55,4.73,0.02,5.27
05-Jan-2008,0.56,0.05,0.22,5.68
06-Jan-2008,0.54,1.43,0.01,3.91
07-Jan-2008,0.53,0.23,0.8,6.2
08-Jan-2008,0.53,2.59,0.41,6.76
09-Jan-2008,0.54,0.12,0.43,4.97
10-Jan-2008,0.54,0.39,0.71,9.06
11-Jan-2008,1.03,21.64,0,5.76
12-Jan-2008,1.79,0.55,0.02,4.08
13-Jan-2008,1.18,0.05,0.56,8.89
14-Jan-2008,0.98,5.59,0.69,7.89
15-Jan-2008,1.7,18.75,0.15,8.5
16-Jan-2008,2.02,0,0.04,5.12
17-Jan-2008,1.4,2.13,0.18,5.45
18-Jan-2008,1.4,7.47,0.47,9.93
19-Jan-2008,1.46,2.56,0.23,11.27
20-Jan-2008,1.76,10.42,0.28,12.42
21-Jan-2008,1.91,2.47,0.45,9.8
22-Jan-2008,1.49,0.45,0.27,4.39
23-Jan-2008,1.34,0,0.43,10.46
24-Jan-2008,1.2,0.13,0.78,8.03
25-Jan-2008,1.14,0,0.97,7.04
26-Jan-2008,1.1,0,0.83,7.97
27-Jan-2008,1.06,0,0.43,7.54
28-Jan-2008,1.03,0,0.07,4.57
29-Jan-2008,1.01,0.67,0.29,6.88
30-Jan-2008,0.99,0,0.43,4.74
31-Jan-2008,1.03,3.22,1.11,5.76
01-Feb-2008,0.97,1.23,1.15,3.87
02-Feb-2008,0.92,0.02,0.66,2.21
03-Feb-2008,0.93,4.68,1.16,5.15
04-Feb-2008,0.95,2.78,0.47,5.55
05-Feb-2008,0.99,2.87,0.75,9.07
06-Feb-2008,0.94,0,0.69,6.37
07-Feb-2008,0.91,0.02,0.53,7.35
08-Feb-2008,0.89,0,0.47,7.16
09-Feb-2008,0.86,0,0.58,6.78
10-Feb-2008,0.84,0,0.31,5.94
11-Feb-2008,0.82,0,0.18,4.63
12-Feb-2008,0.8,0,0.13,4.66
13-Feb-2008,0.79,0.05,0.12,3.05
14-Feb-2008,0.77,0,0.12,4.11
15-Feb-2008,0.75,0,0.66,3.73
16-Feb-2008,0.73,0,0.58,0.7
17-Feb-2008,0.73,0.02,0.24,0.06
18-Feb-2008,0.74,0,0.2,-0.65
19-Feb-2008,0.74,0,0.01,-0.94
20-Feb-2008,0.73,0.18,0.17,0.99
21-Feb-2008,0.72,0.25,0.66,7.42
22-Feb-2008,0.71,0.07,1.28,10.93
23-Feb-2008,0.7,0,0.75,8.61
24-Feb-2008,0.7,1.82,0.88,9.11
25-Feb-2008,0.7,4.28,0.81,5.6
26-Feb-2008,0.71,0.54,1.55,9.46
27-Feb-2008,0.68,0,1.14,6.59
28-Feb-2008,0.67,0,0.58,5.69
29-Feb-2008,0.68,1.12,0.62,6.2
01-Mar-2008,0.66,0,2.29,9.34
02-Mar-2008,0.65,0,2.12,9.82
03-Mar-2008,0.65,0.13,1.4,4.55
04-Mar-2008,0.64,1.36,1,2.96
05-Mar-2008,0.63,0,1.05,3.83
06-Mar-2008,0.63,0.18,1.46,9.28
07-Mar-2008,0.63,0.44,1.86,7.83
08-Mar-2008,0.63,3.34,0.92,7.65
09-Mar-2008,0.63,3.01,0.95,6.51
10-Mar-2008,0.65,5.23,0.79,5.92
11-Mar-2008,0.62,2.91,1.59,8.02
12-Mar-2008,0.6,0,2.28,7.04
13-Mar-2008,0.57,0.49,1.1,6.76
14-Mar-2008,0.57,0,1.29,7.91
15-Mar-2008,0.68,24.68,0.22,9.08
16-Mar-2008,1.5,0.68,0.51,6.78
17-Mar-2008,1.01,0.93,1.01,4.66
18-Mar-2008,0.83,1.73,0.96,3.88
19-Mar-2008,0.75,0.58,1.17,3.94
20-Mar-2008,0.76,4.39,0.73,5.6
21-Mar-2008,0.8,9.44,1.71,5.23
22-Mar-2008,1.02,3.63,0.91,2.51
23-Mar-2008,1.08,3.89,0.53,0.59
24-Mar-2008,1.02,0.7,1.06,1.45
25-Mar-2008,0.88,1.17,1.41,2.38
26-Mar-2008,0.81,1.83,0.28,4.32
27-Mar-2008,0.8,3.73,1.03,5.47
28-Mar-2008,1.02,5.76,0.85,6.23
29-Mar-2008,1,0.03,1.58,7.8
30-Mar-2008,0.87,0,1.91,9.32
31-Mar-2008,0.78,0.17,1.56,7.79
01-Apr-2008,0.73,0,2.51,10.3
02-Apr-2008,0.69,0,1.69,9.72
03-Apr-2008,0.65,0,1.25,9.41
04-Apr-2008,0.64,0.32,1.52,11.08
05-Apr-2008,0.64,0.79,1.35,5.93
06-Apr-2008,0.63,1.5,1.18,2.07
07-Apr-2008,0.63,1.44,1.02,3.45
08-Apr-2008,0.62,1.16,1.45,4.15
09-Apr-2008,0.61,0,1.65,5.24
10-Apr-2008,0.6,0.24,1.79,6.74
11-Apr-2008,0.6,3.28,1.76,6.52
12-Apr-2008,0.58,0.02,2.04,7.15
13-Apr-2008,0.6,3.96,1.25,6
14-Apr-2008,0.62,4.97,1.45,5.64
15-Apr-2008,0.6,0.96,1.71,5.12
16-Apr-2008,0.59,0.17,1.2,5.43
17-Apr-2008,0.58,0,1.81,5.32
18-Apr-2008,0.57,0,1.24,7
19-Apr-2008,0.56,0.74,0.97,7.32
20-Apr-2008,0.56,0.02,0.89,8.3
21-Apr-2008,0.55,0,1.66,9.01
22-Apr-2008,0.53,0,2.09,9.48
23-Apr-2008,0.53,3.56,1.42,9.15
24-Apr-2008,0.53,3.48,1.86,9.59
25-Apr-2008,0.52,0,1.73,11.38
26-Apr-2008,0.51,0,3.58,15
27-Apr-2008,0.52,0.95,2.06,14.45
28-Apr-2008,0.52,0.01,2.58,10.49
29-Apr-2008,0.54,12.25,1.6,8.65
30-Apr-2008,0.6,6.33,1.06,8.23
01-May-2008,0.57,1.39,2.48,9.92
02-May-2008,0.55,2.12,2.13,10.05
03-May-2008,0.54,0.09,2.52,12.39
04-May-2008,0.53,0.12,2.1,14.87
05-May-2008,0.53,0,3.18,14.75
06-May-2008,0.51,0,3.65,13.96
07-May-2008,0.5,0,3.7,14.38
08-May-2008,0.49,0,4.01,14.96
09-May-2008,0.49,0,3.87,17.06
10-May-2008,0.49,0,3.36,17.23
11-May-2008,0.45,0,4.21,15.95
12-May-2008,0.41,0,3.3,13.68
13-May-2008,0.4,0,2.48,12.41
14-May-2008,0.39,0,2.51,11.79
15-May-2008,0.35,0.91,2.09,11.26
16-May-2008,0.36,2.56,1.21,10.61
17-May-2008,0.36,0.78,1.33,10.44
18-May-2008,0.35,0,2.8,9.27
19-May-2008,0.35,0,2.4,8.29
20-May-2008,0.33,0,2.51,8.86
21-May-2008,0.31,0,2.9,10.73
22-May-2008,0.31,0,3.14,13.12
23-May-2008,0.3,0,2.81,13.74
24-May-2008,0.29,0.73,2.91,13.3
25-May-2008,0.33,11.76,1.31,12.19
26-May-2008,0.33,11.72,1.54,11.85
27-May-2008,0.36,5.73,1.11,12.42
28-May-2008,0.36,0.05,1.36,14.91
29-May-2008,0.34,7.21,1.97,14.05
30-May-2008,0.34,0,0.83,13.89
31-May-2008,0.31,0.61,2.86,14.34
01-Jun-2008,0.31,0.09,1.19,12.36
02-Jun-2008,0.31,8.51,0.68,14.14
03-Jun-2008,0.34,4.26,0.42,13.36
04-Jun-2008,0.33,0.03,2.51,14.72
05-Jun-2008,0.32,0.11,3.3,14.71
06-Jun-2008,0.32,8.92,1.34,13.45
07-Jun-2008,0.36,4.62,1.28,13.54
08-Jun-2008,0.35,0,3.46,16.28
09-Jun-2008,0.32,0,4.64,18.22
10-Jun-2008,0.3,0,4.09,16.51
11-Jun-2008,0.29,0.88,3.43,14.09
12-Jun-2008,0.29,0,2.12,11.54
13-Jun-2008,0.29,0.82,1.92,11.21
14-Jun-2008,0.3,3.25,2.95,12.19
15-Jun-2008,0.3,0.31,2.84,11.54
16-Jun-2008,0.3,0.55,2.93,12.4
17-Jun-2008,0.29,0,3.42,14.38
18-Jun-2008,0.27,0.15,2.18,14.35
19-Jun-2008,0.26,0,4.58,15.78
20-Jun-2008,0.24,0.39,3.1,14.71
21-Jun-2008,0.24,4.55,1.35,14.01
22-Jun-2008,0.25,0,4.78,17.63
23-Jun-2008,0.23,0,3.91,14.77
24-Jun-2008,0.22,0,3.16,15.05
25-Jun-2008,0.2,0,4.09,16.79
26-Jun-2008,0.2,9.71,3.6,15.24
27-Jun-2008,0.21,0.55,3.04,16.14
28-Jun-2008,0.21,0,3.62,18.21
29-Jun-2008,0.21,1.18,3.21,15.67
30-Jun-2008,0.21,0,4.06,15.88
01-Jul-2008,0.2,0,5.03,18.74
02-Jul-2008,0.19,0.03,2.23,16.71
03-Jul-2008,0.19,3.64,3.35,15.85
04-Jul-2008,0.18,0.08,4.26,15.41
05-Jul-2008,0.18,4.8,3.57,16.88
06-Jul-2008,0.19,3.58,2.09,14.92
07-Jul-2008,0.23,14.2,1.64,13.98
08-Jul-2008,0.24,0.73,2.79,14.35
09-Jul-2008,0.25,13.93,1.37,14.04
10-Jul-2008,0.27,0.26,3.5,16.92
11-Jul-2008,0.26,11.12,2.2,14.7
12-Jul-2008,0.27,0.16,2.17,12.95
13-Jul-2008,0.25,0,2.68,14.66
14-Jul-2008,0.24,0,2.93,17
15-Jul-2008,0.23,0,3.36,19.92
16-Jul-2008,0.23,0,3,15.81
17-Jul-2008,0.23,2.3,1.46,14.22
18-Jul-2008,0.23,2.47,1.6,16.07
19-Jul-2008,0.23,1.45,2.93,16.32
20-Jul-2008,0.22,1.33,3.12,13.52
21-Jul-2008,0.2,0,3.89,13.89
22-Jul-2008,0.19,0,2.6,16.78
23-Jul-2008,0.17,0,3.09,18.95
24-Jul-2008,0.16,0,3.5,18.18
25-Jul-2008,0.16,0.22,4.14,20.5
26-Jul-2008,0.15,0,3.68,20.68
27-Jul-2008,0.15,1.53,3.33,21.06
28-Jul-2008,0.15,0.12,3.52,19.74
29-Jul-2008,0.15,0,3.69,19.41
30-Jul-2008,0.14,0,4.63,19.89
31-Jul-2008,0.14,0.55,2.08,20.36
01-Aug-2008,0.14,0.05,3.47,18.98
02-Aug-2008,0.15,9.8,2.47,17.69
03-Aug-2008,0.16,6.21,1.97,16.83
04-Aug-2008,0.16,0.24,2.72,16.13
05-Aug-2008,0.17,4.81,1.29,15.86
06-Aug-2008,0.18,0.25,2.02,20.04
07-Aug-2008,0.19,25.39,2,18.62
08-Aug-2008,0.27,0.14,1.48,15.07
09-Aug-2008,0.23,5.32,1.64,15.31
10-Aug-2008,0.22,1.22,3.41,17.83
11-Aug-2008,0.22,7.03,2.45,16.61
12-Aug-2008,0.24,3.29,2.32,15.44
13-Aug-2008,0.24,7.5,2.13,14.21
14-Aug-2008,0.24,0.13,2.59,14.71
15-Aug-2008,0.22,0,3.19,15.1
16-Aug-2008,0.21,7.8,2.49,16.06
17-Aug-2008,0.22,2.26,2.58,16.56
18-Aug-2008,0.22,1.28,1.55,16.11
19-Aug-2008,0.22,5.15,2.08,16.42
20-Aug-2008,0.21,0.53,1.93,16.7
21-Aug-2008,0.19,1.25,2.27,17
22-Aug-2008,0.18,0.47,2.24,14.51
23-Aug-2008,0.18,2.46,2.59,15.16
24-Aug-2008,0.19,1.43,2.09,16.16
25-Aug-2008,0.19,0,2.08,17.15
26-Aug-2008,0.18,0,1.76,18.24
27-Aug-2008,0.18,0,1.84,17.86
28-Aug-2008,0.17,0,1.88,18.39
29-Aug-2008,0.17,0,1.33,18.99
30-Aug-2008,0.17,0.02,2.16,18.68
31-Aug-2008,0.18,9.33,1.29,17.48
01-Sep-2008,0.17,5.94,2.35,16.11
02-Sep-2008,0.17,8.28,1.64,14.58
03-Sep-2008,0.18,0,2.46,13.85
04-Sep-2008,0.18,7.43,1.36,13.23
05-Sep-2008,0.2,7.51,0.64,13.98
06-Sep-2008,0.21,2.99,1.13,14.89
07-Sep-2008,0.2,6.19,0.98,14.89
08-Sep-2008,0.21,0.54,1.14,14.7
09-Sep-2008,0.21,2.94,0.92,15.04
10-Sep-2008,0.24,0.03,1.79,15.73
11-Sep-2008,0.21,1.57,1.33,16.51
12-Sep-2008,0.22,5.09,0.62,13.14
13-Sep-2008,0.22,0,1.29,13.93
14-Sep-2008,0.22,0,2.01,13.82
15-Sep-2008,0.22,0,1.71,13.2
16-Sep-2008,0.22,0,1.01,12.61
17-Sep-2008,0.22,0.03,0.6,12.91
18-Sep-2008,0.22,0,1.51,12.92
19-Sep-2008,0.21,0,1.61,13.65
20-Sep-2008,0.21,0,1.82,13.9
21-Sep-2008,0.22,0,1.48,12.91
22-Sep-2008,0.22,0.13,0.7,13.07
23-Sep-2008,0.22,0.18,1.08,13.04
24-Sep-2008,0.22,0.55,0.87,14.22
25-Sep-2008,0.21,0,1.22,13.77
26-Sep-2008,0.21,0.03,1.27,12.86
27-Sep-2008,0.22,0.03,1.15,11.88
28-Sep-2008,0.22,0.02,0.99,11.43
29-Sep-2008,0.22,2.92,1.35,11.16
30-Sep-2008,0.22,6.74,0.8,12.26
01-Oct-2008,0.23,0.53,1.55,11.13
02-Oct-2008,0.22,1.15,1.15,8.17
03-Oct-2008,0.21,0.36,1.13,7
04-Oct-2008,0.22,28.52,0.81,8.14
05-Oct-2008,0.83,12.14,0.49,10.86
06-Oct-2008,0.5,0.09,0.62,9.77
07-Oct-2008,0.4,0.32,0.62,14.65
08-Oct-2008,0.34,0.03,1.08,10.89
09-Oct-2008,0.32,0,0.95,10.66
10-Oct-2008,0.31,0,1.75,13.82
11-Oct-2008,0.3,0.04,1.19,13.21
12-Oct-2008,0.3,0,0.71,13.59
13-Oct-2008,0.31,0,0.7,14.26
14-Oct-2008,0.31,0.49,0.42,12.38
15-Oct-2008,0.31,1.78,0.43,12.47
16-Oct-2008,0.3,0,1.02,9.44
17-Oct-2008,0.3,0,0.64,8.48
18-Oct-2008,0.3,0,0.78,9.81
19-Oct-2008,0.3,0,0.89,11.02
20-Oct-2008,0.32,10.43,1.02,12.57
21-Oct-2008,0.33,0,0.94,8.28
22-Oct-2008,0.31,0.01,0.62,6.94
23-Oct-2008,0.28,2.29,1.1,11.05
24-Oct-2008,0.27,0,0.68,10.02
25-Oct-2008,0.28,10.89,0.83,8.84
26-Oct-2008,0.44,3.4,0.36,11.47
27-Oct-2008,0.41,0,0.47,5.87
28-Oct-2008,0.36,0.68,0.32,3.18
29-Oct-2008,0.35,0,0.33,1.93
30-Oct-2008,0.34,0.61,0.38,4.15
31-Oct-2008,0.33,0.41,0.24,3.94
01-Nov-2008,0.43,16.86,0.34,6.4
02-Nov-2008,0.63,0.32,0,8.98
03-Nov-2008,0.54,0.62,0.12,9.1
04-Nov-2008,0.47,0.52,0.07,10.1
05-Nov-2008,0.44,0.99,0.04,9.49
06-Nov-2008,0.43,1.75,0.04,9.59
07-Nov-2008,0.42,0.46,0.3,9.31
08-Nov-2008,0.42,4.28,0.38,9.77
09-Nov-2008,0.6,10.51,0.78,8.4
10-Nov-2008,1.29,10.21,0.45,7.18
11-Nov-2008,1.03,0.41,0.81,7.68
12-Nov-2008,0.76,0,0.36,7.02
13-Nov-2008,0.65,0.44,0.09,6.91
14-Nov-2008,0.6,0,0.26,11.47
15-Nov-2008,0.58,1.07,0.43,11.3
16-Nov-2008,0.56,0.31,0.2,8.09
17-Nov-2008,0.56,3.16,0.1,4.6
18-Nov-2008,0.58,0.12,0.09,8.57
19-Nov-2008,0.58,0,0.26,8.74
20-Nov-2008,0.56,0.1,1.01,9.95
21-Nov-2008,0.54,0.02,1.07,6.15
22-Nov-2008,0.53,0.34,0.74,1.7
23-Nov-2008,0.58,7.05,0.24,1.17
24-Nov-2008,0.67,7.52,0.49,4.32
25-Nov-2008,0.85,1.44,0.22,3.45
26-Nov-2008,0.79,0.01,0,6.15
27-Nov-2008,0.74,2.51,0.36,8.32
28-Nov-2008,0.73,0.28,0,3.78
29-Nov-2008,0.69,0.45,0,2.23
30-Nov-2008,0.77,8.53,0.1,4.48
01-Dec-2008,0.88,0.1,0.12,3.13
02-Dec-2008,0.79,1.08,0.04,1.15
03-Dec-2008,0.73,2.69,0,0.89
04-Dec-2008,0.84,2.62,0.23,3.62
05-Dec-2008,0.84,1.88,0,3.3
06-Dec-2008,0.79,0.07,0,3.77
07-Dec-2008,0.73,0.1,0,1.31
08-Dec-2008,0.72,3.55,0.01,3.2
09-Dec-2008,0.75,0.26,0,2.37
10-Dec-2008,0.72,0.41,0.18,2.26
11-Dec-2008,0.7,0.12,0,2.19
12-Dec-2008,0.7,0.54,0,1.61
13-Dec-2008,0.85,10.25,0.2,3.99
14-Dec-2008,1.25,0.18,0,3.44
15-Dec-2008,1,0.04,0,4.02
16-Dec-2008,0.88,0.71,0,2.74
17-Dec-2008,0.81,0,0,4.48
18-Dec-2008,0.76,0.32,0.21,8.4
19-Dec-2008,0.73,1.8,0.36,5.98
20-Dec-2008,0.73,0.16,0.31,9.71
21-Dec-2008,0.72,0,0.56,10.49
22-Dec-2008,0.7,0,0.1,9.98
23-Dec-2008,0.69,0.05,0.08,8.26
24-Dec-2008,0.68,0,0,6.04
25-Dec-2008,0.67,0,0.12,5.28
26-Dec-2008,0.67,0,0.18,2.82
27-Dec-2008,0.66,0.08,0.26,1.88
28-Dec-2008,0.65,0,0.25,2.44
29-Dec-2008,0.64,0,0.21,1.21
30-Dec-2008,0.63,0,0,-0.27
31-Dec-2008,0.62,0,0,-0.22
